Settlement ID@Name@Easting@Northing@Elevation@Population@Net_Name@Net_ID@Net_Influence@Tax_neutral@Tax_Network@Water@Food@Grain@Wine@Timber@Gold@Silver@Copper@Tin@Obsidian@Lead@Slaves@Goats@Sheep@Luxury Items@Is_A_City@Description
1@Samothrace@40.5009@25.53@40@91@Samothrace@1@80@3.592@0.762@28@46@85@56@11@64@66@33@49@56@93@78@52@57@75@1@A bustling port, welcome to commerce.
197@Cyzicus@40.381323@27.892255@0@74@Independent@0@0@0.582@0.606@93@62@5@98@96@97@65@39@35@88@45@79@28@97@40@1@A bustling port, welcome to commerce.
200@Delphi@38.482289@22.501169@0@19@Independent@0@0@2.01@3.812@24@39@24@93@72@63@74@10@90@33@6@24@95@72@17@1@A bustling port, welcome to commerce.
207@Doris@38.711233@22.342072@0@1@Independent@0@0@0.912@0.214@44@33@95@47@28@23@73@54@10@91@78@25@18@22@98@1@A bustling port, welcome to commerce.
208@Drepane@39.666667@19.75@0@30@Independent@0@0@3.46@1.968@67@98@96@69@37@98@1@48@37@67@88@63@78@57@55@1@A bustling port, welcome to commerce.
218@Eridanus River@44.880785@11.615753@0@72@Independent@0@0@3.033@2.188@44@70@73@12@83@5@24@78@5@68@3@80@9@73@21@0@A bustling port, welcome to commerce.
221@Euboea@38.53@23.87@0@54@Independent@0@0@6.006@1.383@44@48@16@45@78@76@12@2@53@8@45@11@20@39@23@1@A bustling port, welcome to commerce.
226@Giresun@40.91913@38.39793@0@85@Independent@0@0@0.664@0.251@78@20@63@52@96@21@64@40@79@22@34@52@89@98@0@1@A bustling port, welcome to commerce.
227@Gulf of Olbia@40.76445@29.923486@0@88@Independent@0@0@1.484@0.439@20@7@0@67@30@86@15@48@15@80@20@83@30@2@0@0@A bustling port, welcome to commerce.
235@Hellespont@40.2@26.4@0@90@Independent@0@0@1.594@0.373@71@14@67@0@39@59@85@98@6@23@18@72@69@28@44@0@A bustling port, welcome to commerce.
237@Hippouris@36.312027@25.800762@0@15@Independent@0@0@0.463@0.195@71@18@12@36@25@36@2@54@56@69@64@92@65@36@6@1@A bustling port, welcome to commerce.
238@Holy Island of Electris@44.777546@12.239227@0@7@Independent@0@0@0.392@0.124@26@90@5@45@88@57@18@43@10@21@13@22@35@6@68@1@A bustling port, welcome to commerce.
246@Iolcus@39.366305@22.96886@0@55@Independent@0@0@1.71@0.361@92@13@99@35@88@61@52@86@74@88@59@52@3@34@33@1@A bustling port, welcome to commerce.
252@Ister River@46.35@30.233333@0@57@Independent@0@0@1.49@1.362@19@85@62@41@85@82@3@62@54@39@90@31@8@21@57@0@A bustling port, welcome to commerce.
255@Kerinthos@38.825075@23.48282@0@15@Independent@0@0@1.452@0.718@76@86@62@58@68@67@41@75@58@14@78@66@90@90@20@1@A bustling port, welcome to commerce.
256@Kios River@40.423742@29.290237@0@27@Independent@0@0@4.358@1.157@62@70@0@99@61@51@12@92@86@18@90@85@76@36@26@0@A bustling port, welcome to commerce.
258@Kolone@41.125@29.375@0@16@Independent@0@0@0.387@0.141@58@16@47@39@83@93@86@8@53@10@7@24@98@21@68@1@A bustling port, welcome to commerce.
261@Lake Triton@33.437522@8.531639@0@95@Independent@0@0@6.186@2.42@31@20@24@88@83@19@62@43@19@21@44@48@45@29@34@0@A bustling port, welcome to commerce.
263@Larissa@39.6309@22.4264@0@81@Independent@0@0@2.491@0.968@77@92@26@38@40@19@29@19@56@37@96@92@77@3@31@1@A bustling port, welcome to commerce.
274@Lyra@41.471188@31.760908@0@76@Independent@0@0@4.721@1.487@67@13@56@46@20@98@92@69@99@76@81@77@99@30@40@1@A bustling port, welcome to commerce.
289@Mysia@40.614722@29.708333@0@30@Independent@0@0@0.064@0.505@36@66@22@40@33@83@8@83@84@63@42@8@57@4@73@1@A bustling port, welcome to commerce.
301@Olenos@38.153707@21.640599@0@78@Independent@0@0@4.02@4.079@37@62@21@59@72@31@99@87@79@47@70@99@63@70@37@1@A bustling port, welcome to commerce.
304@Opus@38.702056@22.902374@0@73@Independent@0@0@3.465@4.006@80@44@44@10@61@21@59@66@72@92@48@13@75@9@71@1@A bustling port, welcome to commerce.
309@Pagasae@39.342582@22.971268@0@12@Independent@0@0@3.311@2.716@26@67@7@53@50@56@64@76@84@28@50@63@33@37@88@1@A bustling port, welcome to commerce.
310@Pallene@39.983262@23.643718@0@51@Independent@0@0@0.373@0.223@33@23@66@68@37@60@89@9@17@56@24@76@21@87@49@1@A bustling port, welcome to commerce.
311@Paphlagonia@41@33@0@93@Independent@0@0@0.254@0.104@26@11@45@80@97@16@52@96@36@4@47@75@1@34@8@1@A bustling port, welcome to commerce.
316@Parthenius@41.631435@32.336859@0@52@Independent@0@0@0.744@0.158@25@63@7@88@34@87@52@84@57@38@80@90@3@36@88@1@A bustling port, welcome to commerce.
317@Peiresiae@40.175@22.489@0@88@Independent@0@0@5.568@3.786@19@94@32@84@84@6@53@10@9@69@13@95@99@56@77@1@A bustling port, welcome to commerce.
319@Pelion@39.25@23.25@0@80@Independent@0@0@3.344@0.869@74@53@37@68@90@95@57@3@34@23@18@49@97@54@33@1@A bustling port, welcome to commerce.
321@Peloponnesus@37.47137@22.218017@0@98@Independent@0@0@3.644@1.07@21@33@34@48@87@55@8@33@69@37@6@43@38@45@24@1@A bustling port, welcome to commerce.
326@Pherae@39.3829@22.7372@0@45@Independent@0@0@0.09@0.11@62@31@77@74@83@68@57@64@30@86@98@52@37@3@62@1@A bustling port, welcome to commerce.
331@Phthia@39@22.5@0@1@Independent@0@0@0.204@0.202@68@40@31@38@78@78@66@70@18@41@47@61@9@11@45@1@A bustling port, welcome to commerce.
332@Phylace@39.251@22.58@0@14@Independent@0@0@7.91@2.28@52@0@92@75@66@76@22@39@29@98@70@49@96@29@49@1@A bustling port, welcome to commerce.
334@Pieria@40.175@22.489@0@95@Independent@0@0@5.383@8.921@89@77@81@81@36@54@18@66@32@23@40@50@39@42@13@1@A bustling port, welcome to commerce.
340@Pylos@37.028@21.695@0@68@Independent@0@0@0.097@0.517@22@13@7@36@41@30@76@82@55@29@3@40@30@66@92@1@A bustling port, welcome to commerce.
342@Rhebas@41.055@29.35725@0@60@Independent@0@0@0.034@0.018@28@50@8@40@32@39@83@20@54@98@64@67@73@8@76@1@A bustling port, welcome to commerce.
345@Rhone River@43.330833@4.845556@0@77@Independent@0@0@0.576@0.753@26@20@40@74@30@79@88@35@12@24@44@77@9@52@55@0@A bustling port, welcome to commerce.
346@Rhyndakos@40.393339@28.511438@0@7@Independent@0@0@2.984@1.135@78@81@14@41@34@30@87@13@49@72@26@46@57@11@46@1@A bustling port, welcome to commerce.
349@River Callichorus@41.40796@31.68197@0@32@Independent@0@0@5.837@2.004@97@54@1@44@9@88@23@29@52@80@5@84@0@50@55@1@A bustling port, welcome to commerce.
350@River Halys@41.67676@35.929529@0@50@Independent@0@0@1.644@0.523@89@45@52@18@62@70@49@43@76@71@82@20@90@86@53@1@A bustling port, welcome to commerce.
359@Sangarius@41.1264@30.6489@0@59@Independent@0@0@1.078@0.328@4@3@47@83@13@80@77@77@76@98@48@97@85@52@26@1@A bustling port, welcome to commerce.
360@Scylla@38.245833@15.6325@0@89@Independent@0@0@5.495@18.126@54@34@27@42@76@78@23@98@11@43@87@55@74@71@69@0@A bustling port, welcome to commerce.
363@Sesamus@41.733853@32.397308@0@25@Independent@0@0@4.601@2.071@93@7@67@41@87@46@98@72@82@56@63@34@40@93@65@1@A bustling port, welcome to commerce.
365@Siphai@38.181242@23.036561@0@39@Independent@0@0@7.013@2.077@51@70@85@26@50@39@69@57@34@85@24@50@23@44@57@1@A bustling port, welcome to commerce.
366@Skiathos@39.166667@23.483333@0@84@Independent@0@0@0.758@0.174@65@47@51@59@4@94@43@56@16@22@74@72@14@30@41@1@A bustling port, welcome to commerce.
368@Sparta@37.073678@22.430937@0@28@Independent@0@0@1.55@0.888@86@70@41@17@80@68@19@3@15@83@31@19@77@35@35@1@A bustling port, welcome to commerce.
370@Stoechades@43.5@6@0@65@Independent@0@0@4.896@1.715@31@86@45@57@23@96@5@36@44@63@48@38@99@22@76@1@A bustling port, welcome to commerce.
371@Syrtis@34@10.416667@0@73@Independent@0@0@0.95@0.232@93@49@20@75@79@93@23@86@46@11@57@99@36@28@82@1@A bustling port, welcome to commerce.
376@Thebes@38.319236@23.317355@0@13@Independent@0@0@1.061@0.34@98@90@73@69@99@90@88@2@95@40@11@88@96@5@96@1@A bustling port, welcome to commerce.
380@Thermodon@41.193956@36.942498@0@8@Independent@0@0@0.237@0.94@50@1@7@60@87@81@87@21@22@58@75@11@76@68@54@1@A bustling port, welcome to commerce.
382@Thrace@42.373156@26.757202@0@98@Independent@0@0@4.337@1.112@85@15@12@4@58@43@68@42@85@77@75@94@5@40@20@1@A bustling port, welcome to commerce.
384@Thynia@41.119091@28.97644@0@97@Independent@0@0@0.376@0.119@41@76@33@38@98@82@88@3@44@79@56@54@28@53@14@1@A bustling port, welcome to commerce.
385@Thynias@41.072222@30.161111@0@11@Independent@0@0@0.275@0.093@0@92@0@97@77@51@5@92@77@52@39@48@74@57@8@1@A bustling port, welcome to commerce.
386@Tisaia@39.097668@23.101959@0@98@Independent@0@0@3.164@1.312@63@14@60@17@94@56@14@91@56@56@19@34@56@53@64@1@A bustling port, welcome to commerce.
387@Titaresia@39.75@22.25@0@74@Independent@0@0@4.363@2.741@30@20@90@49@91@62@24@12@33@71@43@54@4@98@52@1@A bustling port, welcome to commerce.
388@Tomb of Dolops@39.759288@22.884521@0@99@Independent@0@0@2.165@3.061@95@2@8@74@20@85@28@14@75@27@0@35@19@38@65@0@A bustling port, welcome to commerce.
392@Wandering Rocks@38.132072@15.600586@0@43@Independent@0@0@1.946@0.777@95@74@74@45@8@89@75@33@3@19@53@59@69@37@57@0@A bustling port, welcome to commerce.
402@Phasis River@42.149957@41.667432@0@93@Independent@0@0@1.265@0.654@30@72@8@83@76@43@94@38@15@84@71@47@39@66@25@1@A bustling port, welcome to commerce.
403@Elba@42.761833@10.240833@0@40@Independent@0@0@2.647@0.722@50@93@82@38@0@47@14@7@22@88@24@5@93@29@14@1@A bustling port, welcome to commerce.
67@Lemnos@39.916667@25.25@0@92@Independent@0@0@5.446@22.053@8@79@79@95@31@51@95@86@88@63@32@10@79@19@33@1@A bustling port, welcome to commerce.
